Competency Score Key,Student Key,Assessment Key,Session,Type,Number,Category Group,Category,Points Earned,Percent Earned,Source CSV
2026-01-Q3-STU-F01B19C38F0A-c8b3df7ba6,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Concepts,PreL Communication,2.66,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-cf65b8e5f6,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Concepts,PreL Mood and Affect,8.548333,0.6412852963,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-540361d411,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Concepts,PreL Patient Education,1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-7797f72e1a,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Courses,NR293 Pharmacology,1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-3ad81f9a19,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Courses,NR326 Mental Health Nursing,15.218333,0.7609166500000001,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-2d5629bbf9,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Courses,NR441.442.444 Community Health Nursing,1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-eafd8c36cc,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Courses,NR446 Collaborative Healthcare,1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-a5dea4da9a,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-2e9a6b7b34,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL NCLEX Client Needs Category,PreL Management of Care (MC),0,0,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-fd2eee6480,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-8ea1ba17ba,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),11.228333,0.7648728201999999,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-14e35da63a,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-7208e2b7c0,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Nursing Process,PreL Analysis.Diagnosis,6.335,0.9497751124,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-4ad703a50f,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Nursing Process,PreL Assessment,0.893333,0.6666664179,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-6811969a2e,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Nursing Process,PreL Evaluation,2.66,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-e2d31dab35,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Nursing Process,PreL Implementation.Intervention,1.33,0.33333333330000003,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-f7b99bcf79,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Nursing Process,PreL Planning,4,0.7490636704000001,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-433d9b66e4,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL QSEN,PreL QSEN Evidence Based Practice,1.33,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-86b92c4914,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL QSEN,PreL QSEN Patient-Centered Care,11.218333,0.7011458125,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-ac025be99a,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL QSEN,PreL QSEN Safety,2.67,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-23e6c98fa2,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Question Types,PreL Multiple Choice (Traditional and Extended),13.32,0.7690531178000001,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-71b6520e61,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Question Types,PreL Select All That Apply (Traditional and NGN),1.898333,0.7083332090000001,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-1d217b9580,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Spheres of Care,PreL Chronic Disease Management,2.67,1,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-97a2814085,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Spheres of Care,PreL Regenerative.Restorative Care,3.563333,0.5334330838,N326_Blenis_Quiz3_ATL.csv
2026-01-Q3-STU-F01B19C38F0A-12d567c99d,STU-F01B19C38F0A,2026-01-Q3,Jan 2026,Quiz,3,PreL Spheres of Care,PreL Wellness.Disease Prevention,7.655,0.8213519313000001,N326_Blenis_Quiz3_ATL.csv
2026-01-Q4-STU-13F2F95CB050-717295e8fc,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Evaluate Outcomes (EO),0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-4fc6308d4e,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Take Actions (TA),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-b50680ae7d,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Coping Concept,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-91dd6cbcec,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Role of the Nurse Concept,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-ebcc237ba6,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Exemplar-Disease/Anxiety,1.33,0.4981273408,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-26de7ff82a,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,NCLEX® Client Needs/Health Promotion and Maintenance,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-959ed3201a,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,NCLEX® Client Needs/Pharmacological and Parenteral Therapies,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-c0fb701ac8,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Nursing Process/4-Implementation,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-3e050e7253,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Nursing Process/5-Evaluation,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-5c223f8d6c,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,QSEN Competencies/Evidence-based Practice,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-8b097ee511,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,QSEN Competencies/Patient-Centered Care,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-996e337f42,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,System/Multisystem,1.33,0.4981273408,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-f6bdb0f289,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,5.35,0.7997010462999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-30d08387a1,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,5.763334,0.7222223058,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-79f67744c7,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Bloom's Taxonomy,PreL Apply.Analyze,8.433334,0.7911195122,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-95ed4e1cad,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Bloom's Taxonomy,PreL Remember.Understand,5.34,0.5717344754,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-eae3234ef3,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL CJE Items,CJE Item,1.33,0.4981273408,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-d2bbd673f3,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Addiction,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-2db19b7764,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Anxiety,2.216667,0.5555556390999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-706bcc97b7,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Clinical Judgment,1.34,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-cf65b8e5f6,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Mood and Affect,4,0.7504690432,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-a35d6a7896,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Professional Identity,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-759d23294d,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Self-Management,0.886667,0.6666669172999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-49053bd6c4,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Stress and Coping,4,0.7490636704000001,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-3ad81f9a19,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Courses,NR326 Mental Health Nursing,13.773334,0.6886667,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-2d5629bbf9,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Courses,NR441.442.444 Community Health Nursing,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-54272dbeb3,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-a5dea4da9a,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-2e9a6b7b34,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Management of Care (MC),1.33,0.5,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-fd2eee6480,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),1.34,0.5,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-64127da332,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-8ea1ba17ba,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),7.113334,0.6666667291,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-7208e2b7c0,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Analysis.Diagnosis,6.226667,0.6673812433,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-4ad703a50f,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Assessment,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-6811969a2e,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Evaluation,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-e2d31dab35,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Implementation.Intervention,4.876667,0.9166667293,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-433d9b66e4,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL QSEN,PreL QSEN Evidence Based Practice,2.68,0.6666666667,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-86b92c4914,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL QSEN,PreL QSEN Patient-Centered Care,9.753334,0.7333333835000001,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-23e6c98fa2,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Question Types,PreL Multiple Choice (Traditional and Extended),7.99,0.6663886572,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-71b6520e61,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Question Types,PreL Select All That Apply (Traditional and NGN),5.783334,0.7220142321999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-1d217b9580,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Chronic Disease Management,2.226667,0.8339576779,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-97a2814085,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Regenerative.Restorative Care,6.216667,0.777083375,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-13F2F95CB050-12d567c99d,STU-13F2F95CB050,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Wellness.Disease Prevention,2.67,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-717295e8fc,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Evaluate Outcomes (EO),0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-4fc6308d4e,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Take Actions (TA),0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-b50680ae7d,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Coping Concept,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-91dd6cbcec,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Role of the Nurse Concept,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-ebcc237ba6,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Exemplar-Disease/Anxiety,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-26de7ff82a,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,NCLEX® Client Needs/Health Promotion and Maintenance,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-959ed3201a,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,NCLEX® Client Needs/Pharmacological and Parenteral Therapies,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-c0fb701ac8,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Nursing Process/4-Implementation,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-3e050e7253,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Nursing Process/5-Evaluation,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-5c223f8d6c,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,QSEN Competencies/Evidence-based Practice,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-8b097ee511,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,QSEN Competencies/Patient-Centered Care,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-996e337f42,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,System/Multisystem,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-f6bdb0f289,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,5.35,0.7997010462999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-30d08387a1,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,7.98,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-79f67744c7,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Bloom's Taxonomy,PreL Apply.Analyze,6.66,0.6247654784000001,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-95ed4e1cad,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Bloom's Taxonomy,PreL Remember.Understand,8,0.8565310493,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-eae3234ef3,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL CJE Items,CJE Item,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-d2bbd673f3,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Addiction,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-2db19b7764,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Anxiety,3.99,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-706bcc97b7,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Clinical Judgment,1.34,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-cf65b8e5f6,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Mood and Affect,4,0.7504690432,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-a35d6a7896,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Professional Identity,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-759d23294d,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Self-Management,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-49053bd6c4,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Concepts,PreL Stress and Coping,2.67,0.5,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-3ad81f9a19,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Courses,NR326 Mental Health Nursing,14.66,0.733,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-2d5629bbf9,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Courses,NR441.442.444 Community Health Nursing,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-54272dbeb3,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-a5dea4da9a,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-2e9a6b7b34,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Management of Care (MC),2.66,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-fd2eee6480,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),1.34,0.5,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-64127da332,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-8ea1ba17ba,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),9.33,0.8744142454999999,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-7208e2b7c0,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Analysis.Diagnosis,9.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-4ad703a50f,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Assessment,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-6811969a2e,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Evaluation,0,0,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-e2d31dab35,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Nursing Process,PreL Implementation.Intervention,2.66,0.5,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-433d9b66e4,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL QSEN,PreL QSEN Evidence Based Practice,2.68,0.6666666667,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-86b92c4914,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL QSEN,PreL QSEN Patient-Centered Care,10.64,0.8,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-23e6c98fa2,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Question Types,PreL Multiple Choice (Traditional and Extended),7.99,0.6663886572,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-71b6520e61,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Question Types,PreL Select All That Apply (Traditional and NGN),6.67,0.8327091136,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-1d217b9580,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Chronic Disease Management,2.67,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-97a2814085,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Regenerative.Restorative Care,6.66,0.8325,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5B8FEB7FAD51-12d567c99d,STU-5B8FEB7FAD51,2026-01-Q4,Jan 2026,Quiz,4,PreL Spheres of Care,PreL Wellness.Disease Prevention,2.67,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5EE137EAE9A9-717295e8fc,STU-5EE137EAE9A9,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Evaluate Outcomes (EO),1.34,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5EE137EAE9A9-4fc6308d4e,STU-5EE137EAE9A9,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Clinical Judgment Measurement Model/Take Actions (TA),1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5EE137EAE9A9-b50680ae7d,STU-5EE137EAE9A9,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Coping Concept,1.33,1,N326_Blenis_Quiz4_ATL.csv
2026-01-Q4-STU-5EE137EAE9A9-91dd6cbcec,STU-5EE137EAE9A9,2026-01-Q4,Jan 2026,Quiz,4,NurseThink Testing,Concept/Role of the Nurse Concept,1.34,1,N326_Blenis_Quiz4_ATL.csv
